title,num_rooms,num_bedrooms,type_of_good,total_area,total_land_area,condition,latitude,longitude,city,region,features,url,price,Antenne parabolique,Ascenseur,Chambre rangement,Chauffage central,Cheminée,Climatisation,Concierge,Cuisine équipée,Double vitrage,Entre-seul,Four,Garage,Jardin,Machine à laver,Meublé,Micro-ondes,Piscine,Porte blindée,Réfrigérateur,Salon européen,Sécurité,Terrasse,Vue sur les montagnes,Vue sur mer
Une villa S5 à vendre à Gammarth,,7,Maison,800,,,36.8941992,10.2762232,La Marsa,La Marsa,Piscine;Climatisation;Sécurité,https://www.mubawab.tn/fr/a/7923779/une-villa-s5-%C3%A0-vendre-%C3%A0-gammarth,1850000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
Vente Villa Orpin S4 Hammamet yasmine,5,4,Villa,340,870.0,Bon état,36.40108,10.61457,Hammamet Sud,Hammamet,Jardin;Terrasse;Vue sur les montagnes;Piscine;Cuisine équipée,https://www.mubawab.tn/fr/a/8167065/vente-villa-orpin-s4-hammamet-yasmine,980000,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
Vente Villa Julie S3 Hammamet yasmine,4,3,Villa,205,,Nouveau,36.40108,10.61457,Hammamet Sud,Hammamet,Terrasse;Piscine;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/8090156/vente-villa-julie-s3-hammamet-yasmine,660000,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Vente villa Fleur S3 Hammamet yasmine,4,3,Villa,280,347.0,Bon état,36.40108,10.61457,Hammamet Sud,Hammamet,Jardin;Terrasse;Garage;Piscine;Meublé;Climatisation;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/8096746/vente-villa-fleur-s3-hammamet-yasmine,1100000,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False
Maison à vendre Bousalem,8,4,Maison,120,170.0,Bon état,36.613659,8.7231929,Bou Salem,,,https://www.mubawab.tn/fr/a/8200700/maison-%C3%A0-vendre-bousalem,135000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Vendre un Luxieux duplex à Bizerte,2,2,Villa,196,,Nouveau,37.130300000000005,9.7506777,Bizerte,Bizerte Nord,Chambre rangement;Entre-seul;Salon européen;Antenne parabolique;Climatisation;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8176714/a-vendre-un-luxieux-duplex-%C3%A0-bizerte,370000,True,False,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False
Grande villa,10,7,Villa,300,,Bon état,36.6938694,10.2622167,El Mourouj 5,El Mourouj,Jardin;Terrasse;Garage;Antenne parabolique;Cuisine équipée;Four,https://www.mubawab.tn/fr/a/8200829/grande-villa,680000,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False
Vente Villa Katrina S4 Hammamet nord,5,4,Villa,280,400.0,Nouveau,36.40108,10.61457,Hammamet Nord,Hammamet,Jardin;Piscine;Climatisation;Chauffage central;Sécurité;Cuisine équipée;Machine à laver,https://www.mubawab.tn/fr/a/8123105/vente-villa-katrina-s4-hammamet-nord,1050000,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False
Vente Villa Oasis S4 Hammamet centre,5,4,Villa,480,,Bon état,36.40108,10.61457,Hammamet,Hammamet,Jardin;Piscine;Climatisation;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/8007630/vente-villa-oasis-s4-hammamet-centre,990000,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Vente Villa Royale S4 Hammamet yasmine,5,4,Villa,265,,Nouveau,36.40108,10.61457,Yasmine Hammamet,Hammamet,Jardin;Piscine;Cuisine équipée,https://www.mubawab.tn/fr/a/8072147/vente-villa-royale-s4-hammamet-yasmine,890000,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
À VENDRE – Villa S3 à Soliman,4,3,Villa,442,218.0,Bon état,36.6927,10.4918,Soliman,,Jardin;Terrasse;Garage;Piscine;Entre-seul;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Four,https://www.mubawab.tn/fr/a/8110981/%C3%A0-vendre-%E2%80%93-villa-s3-%C3%A0-soliman,450000,False,False,False,True,False,True,False,True,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False,False
Une villa à la marsa avec piscine,7,6,Villa,800,,Bon état,36.876389,10.325278,Cité El Hana,La Marsa,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Entre-seul;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8138514/une-villa-%C3%A0-la-marsa-avec-piscine,1780000,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,True,False,False
Une grande villa avec piscine à la soukra,6,5,Villa,700,,Bon état,36.883333,10.25,La Soukra,La Soukra,Jardin;Terrasse;Garage;Piscine;Concierge;Chambre rangement;Entre-seul;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Four,https://www.mubawab.tn/fr/a/8122788/une-grande-villa-avec-piscine-%C3%A0-la-soukra,2850000,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False,False
Villa s5 a Gammarth Village,6,5,Villa,400,,Bon état,36.876389,10.325278,Gammarth,La Marsa,Jardin;Piscine,https://www.mubawab.tn/fr/a/7895100/villa-s5-a-gammarth-village,1900000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
A vendre à HAMMAMET zone craxi une villa s3,1,3,Villa,308,180.0,Bon état,36.40108,10.61457,Hammamet,Hammamet,Jardin;Terrasse;Piscine;Climatisation;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/8112951/a-vendre-%C3%A0-hammamet-zone-craxi-une-villa-s3,520000,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True,False,False
Belle villa à la nouvelle médina,5,4,Villa,300,450.0,Bon état,36.78898,10.18348,Nouvelle Medina,Nouvelle Medina,Jardin;Terrasse;Garage;Chauffage central;Sécurité,https://www.mubawab.tn/fr/a/8132600/belle-villa-%C3%A0-la-nouvelle-m%C3%A9dina,750000,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
À Vendre – Villa à Rénover ou à Démolir,2,4,Villa,270,1154.0,À rénover,34.79244,10.80015,El Ain,,Jardin;Piscine;Chambre rangement,https://www.mubawab.tn/fr/a/8201354/%C3%A0-vendre-%E2%80%93-villa-%C3%A0-r%C3%A9nover-ou-%C3%A0-d%C3%A9molir,690000,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Villa s6 480m2 à Carthage Byrsa,6,5,Villa,500,480.0,Bon état,36.84875509379627,10.319943002799102,Carthage Byrsa,Carthage,Jardin;Terrasse;Garage;Vue sur les montagnes;Salon européen;Antenne parabolique;Chauffage central,https://www.mubawab.tn/fr/a/8089404/villa-s6-480m2-%C3%A0-carthage-byrsa,1700000,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False
Vente duplexe à la Marsa contact par WhatsApp,1,3,Maison,221,,Bon état,36.876389,10.325278,Cité Du Stade,La Marsa,Jardin;Terrasse;Garage;Chambre rangement;Antenne parabolique;Climatisation;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/8179381/vente-duplexe-%C3%A0-la-marsa-contact-par-whatsapp,650000,True,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
Villa à vendre à la soukra parc,4,4,Villa,220,300.0,Nouveau,36.88833,10.27417,La Soukra,La Soukra,Jardin;Terrasse;Garage;Vue sur les montagnes;Salon européen;Climatisation;Chauffage central;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8201443/villa-%C3%A0-vendre-%C3%A0-la-soukra-parc,860000,False,False,False,True,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,True,True,False
À vendre villa à Radès Plage avec vue sur mer,7,5,Villa,400,598.0,Bon état,36.7609,10.2736,Rades Plage,Rades,Jardin;Terrasse;Garage;Vue sur mer;Piscine;Chambre rangement;Meublé;Entre-seul;Climatisation;Chauffage central;Sécurité;Cuisine équipée,https://www.mubawab.tn/fr/a/8123894/%C3%A0-vendre-villa-%C3%A0-rad%C3%A8s-plage-avec-vue-sur-mer,950000,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,True,False,True
À Vendre Villa à Hammamet,4,4,Villa,995,,Bon état,36.404007,10.568995,Hammamet Sud,Hammamet,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Climatisation;Chauffage central;Sécurité;Cuisine équipée,https://www.mubawab.tn/fr/a/8160366/%C3%A0-vendre-villa-%C3%A0-hammamet,650000,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False
Villa individuelle en vente,3,2,Maison,397,,Bon état,35.688584,10.842325,Ksibet el-Médiouni,,Jardin;Garage,https://www.mubawab.tn/fr/a/8187945/villa-individuelle-en-vente,360000,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Villa S6 avec grand jardin à Gammarth Touristique,6,6,Villa,600,600.0,Bon état,36.90567378533095,10.292988064739202,Gammarth,La Marsa,Jardin;Terrasse;Garage;Salon européen;Climatisation;Chauffage central;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/8191137/villa-s6-avec-grand-jardin-%C3%A0-gammarth-touristique,1880000,False,False,False,True,False,True,False,True,False,False,True,True,True,True,False,True,False,True,True,True,False,True,False,False
Vente Villa Layane S4,5,4,Villa,250,300.0,Nouveau,36.40108,10.61457,Hammamet,Hammamet,Jardin;Terrasse;Garage;Vue sur mer;Salon européen;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/8166957/vente-villa-layane-s4,850000,False,False,False,True,False,True,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True
Villa inachevée vue panoramique sur mer,3,3,Maison,292,,À rénover,36.7,10.483333,Soliman,,Jardin;Terrasse;Garage;Vue sur mer;Piscine,https://www.mubawab.tn/fr/a/8201900/villa-inachev%C3%A9e-vue-panoramique-sur-mer,350000,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True
A vendre une villa à Menzah 5,6,4,Villa,640,,À rénover,36.8625,10.19556,El Menzah 5,Ariana Ville,Jardin;Terrasse;Garage;Concierge;Salon européen;Climatisation;Chauffage central,https://www.mubawab.tn/fr/a/8005182/a-vendre-une-villa-%C3%A0-menzah-5,1300000,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False
Duplex Iris à Vendre à La Marsa,5,4,Villa,200,,Bon état,36.876389,10.325278,La Marsa,La Marsa,Jardin;Terrasse;Cuisine équipée,https://www.mubawab.tn/fr/a/7996452/duplex-iris-%C3%A0-vendre-%C3%A0-la-marsa,520000,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
A céder une maison arabe en plein centre ville,3,2,Maison,130,130.0,Bon état,35.65,10.9,Ksar Hellal,,,https://www.mubawab.tn/fr/a/8202066/a-c%C3%A9der-une-maison-arabe-en-plein-centre-ville,150000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Villa à Vendre,4,3,Villa,500,,Bon état,35.7678,10.8225,Cité Frina,Monastir Ville,Jardin;Terrasse;Garage;Entre-seul;Cuisine équipée,https://www.mubawab.tn/fr/a/8184170/villa-%C3%A0-vendre,575000,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False
À Vendre Étage de Villa à Tantana Kantawi,4,4,Maison,180,,Bon état,35.9189183,10.5662298,Tantana,,Terrasse;Garage;Chambre rangement;Climatisation;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/8154455/%C3%A0-vendre-%C3%A9tage-de-villa-%C3%A0-tantana-kantawi,430000,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
À vendre Villa à Riadh3 Sousse,5,5,Villa,627,,Bon état,35.8014603,10.5952003,Sousse Riadh,Sousse Riadh,Jardin;Terrasse;Garage;Climatisation;Chauffage central;Sécurité;Cuisine équipée,https://www.mubawab.tn/fr/a/8187347/%C3%A0-vendre-villa-%C3%A0-riadh3-sousse,750000,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
Villa individuelle en vente,7,5,Villa,410,,Bon état,36.89147,10.16262,Ezzahra,Ezzahra,Garage,https://www.mubawab.tn/fr/a/7898058/villa-individuelle-en-vente,648000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Duplex en vente a ain zaghouan,4,3,Maison,141,,Bon état,36.876389,10.325278,Aouina,La Marsa,Jardin;Terrasse;Garage;Entre-seul;Climatisation;Chauffage central,https://www.mubawab.tn/fr/a/8190942/duplex-en-vente-a-ain-zaghouan,430000,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False
A vendre Terrain de 470m² à Av. Alain Savary,2,5,Maison,260,470.0,À rénover,36.823935,10.226369,Cité Jardins,Cité El Khadra,Jardin;Terrasse,https://www.mubawab.tn/fr/a/8199294/a-vendre-terrain-de-470m%C2%B2-%C3%A0-av-alain-savary,1250000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Terrain de 712 m² avec maison à rénover,1,1,Maison,712,712.0,À rénover,36.40108,10.61457,Hammamet,Hammamet,Jardin;Piscine,https://www.mubawab.tn/fr/a/8199157/terrain-de-712-m%C2%B2-avec-maison-%C3%A0-r%C3%A9nover,1500000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Belle Villa avec Grand Jardin – Jinen Hammamet,4,3,Villa,350,,Bon état,36.40108,10.61457,Hammamet Sud,Hammamet,Jardin;Terrasse;Garage;Meublé;Entre-seul;Salon européen;Climatisation;Chauffage central;Sécurité;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/8186739/belle-villa-avec-grand-jardin-%E2%80%93-jinen-hammamet,1100000,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False
A saisir Belle Villa Bardo Centre,3,7,Maison,550,440.0,Bon état,36.83017,10.13736,Le Bardo,Le Bardo,Jardin;Terrasse;Garage;Chambre rangement;Antenne parabolique;Climatisation,https://www.mubawab.tn/fr/a/8199128/a-saisir-belle-villa-bardo-centre,1234570,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
Un duplex S3,4,3,Maison,190,,Bon état,36.896544,10.217961,Chotrana 1,La Soukra,Jardin;Terrasse;Garage;Ascenseur;Concierge;Entre-seul;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Four,https://www.mubawab.tn/fr/a/8162571/un-duplex-s3,860000,False,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False,False
Villa individuelle en vente,,,Villa,795,,,34.764982,10.712785,Route El Ain,Sfax Ville,Garage;Entre-seul;Cuisine équipée,https://www.mubawab.tn/fr/a/8199596/villa-individuelle-en-vente,520000,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
À Vendre – Belle Demeure à Nabeul,6,4,Maison,240,860.0,Bon état,36.45056,10.73505,Nabeul,Nabeul,Jardin;Terrasse;Garage;Entre-seul,https://www.mubawab.tn/fr/a/8199395/%C3%A0-vendre-%E2%80%93-belle-demeure-%C3%A0-nabeul,1600000,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False
Villa Borgen à Vendre à Gammarth,4,3,Villa,350,,Nouveau,36.876389,10.325278,Gammarth,La Marsa,Terrasse;Garage;Ascenseur;Vue sur mer;Piscine;Climatisation;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/7940959/villa-borgen-%C3%A0-vendre-%C3%A0-gammarth,2100000,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
Maison 450 M² à Bellevue Tunis,4,3,Maison,450,,À rénover,36.83561,10.21587,Bellevue,El Ouardia,Terrasse;Garage,https://www.mubawab.tn/fr/a/8145658/maison-450-m%C2%B2-%C3%A0-bellevue-tunis,580000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Maison de charme à Ras Jebel entre Mer et Foret,14,10,Villa,750,750.0,Bon état,37.1303,9.7506777,Ras Jebel,,Jardin;Terrasse;Vue sur mer;Vue sur les montagnes;Piscine;Chambre rangement;Cheminée;Climatisation;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/8120283/maison-de-charme-%C3%A0-ras-jebel-entre-mer-et-foret,1350000,False,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True
Maison arabe avec étage et local commercial,2,4,Maison,187,132.0,À rénover,36.81881,10.16596,El Halfaouine,Tunis,Terrasse,https://www.mubawab.tn/fr/a/8200058/maison-arabe-avec-%C3%A9tage-et-local-commercial,205000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Réf 2494: villa de charme à Ghar EL Melh, Bizerte",4,2,Villa,243,,Bon état,37.1303,9.7506777,Ghar El Melh,,Jardin;Terrasse;Vue sur mer;Vue sur les montagnes;Cheminée;Climatisation;Cuisine équipée,https://www.mubawab.tn/fr/a/7787429/r%C3%A9f-2494-villa-de-charme-%C3%A0-ghar-el-melh-bizerte,330000,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True
Somptueuse maison à vendre. Surface totale 96 m². Terrasse et jardin,4,4,Villa,96,375.0,Bon état,36.351,9.6245,Bou Arada,,Jardin;Terrasse,https://www.mubawab.tn/fr/a/7936251/somptueuse-maison-%C3%A0-vendre-surface-totale-96-m%C2%B2-terrasse-et-jardin,78000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
A VENDRE: Villa d'un seul étage à Lakagnia / El Ouardia,4,4,Maison,575,,À rénover,36.77310135845571,10.183152936447684,Lakanya,El Ouardia,Jardin;Garage,https://www.mubawab.tn/fr/a/7937856/a-vendre-villa-d-un-seul-%C3%A9tage-%C3%A0-lakagnia-el-ouardia,520000,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
"Sabelet ben Ammar, sidi youssef, vente villa neuve",6,6,Villa,400,652.0,Nouveau,36.8240829,10.2243965,Borj Youssef,Sidi Thabet,Jardin;Garage;Vue sur les montagnes;Climatisation;Chauffage central;Sécurité;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8132924/sabelet-ben-ammar-sidi-youssef-vente-villa-neuve,980000,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
Kasr Essaïd vente d'une maison neuve jamais habité,6,6,Maison,210,210.0,Nouveau,36.83017,10.13736,Ksar Said,Le Bardo,,https://www.mubawab.tn/fr/a/8138288/kasr-essa%C3%AFd-vente-d-une-maison-neuve-jamais-habit%C3%A9,530000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Maison a rénover Alain Savary 802m2,,3,Maison,802,,Bon état,36.82663780287842,10.187925903660645,Montplaisir,Tunis,,https://www.mubawab.tn/fr/a/8194867/maison-a-r%C3%A9nover-alain-savary-802m2,2000000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DAR 2étages bon état,6,2,Maison,180,103.0,Bon état,36.81881,10.16596,Bab Souika,Tunis,Jardin,https://www.mubawab.tn/fr/a/8197111/dar-2%C3%A9tages-bon-%C3%A9tat,245000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Belle Villa 3 Niveaux à Sahloul,,6,Villa,600,734.0,Bon état,35.832439,10.622471,Sahloul,Sousse Ville,Jardin;Garage;Chambre rangement;Cheminée;Climatisation;Chauffage central;Sécurité,https://www.mubawab.tn/fr/a/8174838/belle-villa-3-niveaux-%C3%A0-sahloul,1200000,False,False,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
Villa Yasmine Hammamet,5,4,Maison,215,,Bon état,36.40108,10.61457,Yasmine Hammamet,Hammamet,Jardin;Terrasse;Piscine;Concierge;Climatisation;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/8096189/villa-yasmine-hammamet,750000,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
Grande Villa,10,7,Villa,200,487.0,Bon état,36.83561,10.21587,Bellevue,El Ouardia,Jardin;Terrasse;Garage;Entre-seul;Antenne parabolique;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8166169/grande-villa,500000,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False
Maison à vendre 3 étages indépendants,2,3,Maison,100,,Bon état,36.70107,10.16982,Cité El Amel 2,Fouchana,Terrasse,https://www.mubawab.tn/fr/a/7978346/maison-%C3%A0-vendre-3-%C3%A9tages-ind%C3%A9pendants,240000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Immeuble D’angle à Mornaguia Centre ville,10,7,Maison,300,190.0,Bon état,36.8094099,9.9089889,Mornaguia,Mornaguia,Terrasse;Garage;Chambre rangement;Entre-seul;Chauffage central,https://www.mubawab.tn/fr/a/8141385/immeuble-d%E2%80%99angle-%C3%A0-mornaguia-centre-ville,550000,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Un étage du maison,4,3,Maison,104,104.0,Bon état,36.833333,10.316667,Erriadh,Le Kram,,https://www.mubawab.tn/fr/a/8186253/un-%C3%A9tage-du-maison,280000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Villa à La Marsa,5,4,Villa,300,404.0,Bon état,36.876389,10.325278,La Marsa,La Marsa,Jardin;Terrasse;Garage;Entre-seul;Antenne parabolique;Climatisation;Chauffage central;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8170581/villa-%C3%A0-la-marsa,1750000,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False
Duplex La Fleur Rose À Vendre À La Marsa,4,3,Villa,200,,Bon état,36.876389,10.325278,La Marsa,La Marsa,Terrasse;Climatisation;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/8198043/duplex-la-fleur-rose-%C3%A0-vendre-%C3%A0-la-marsa,480000,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Un Duplex S3,4,3,Maison,292,,Bon état,36.855570400000005,10.29183400000002,Les Jardins de Carthage,Le Kram,Jardin;Terrasse;Garage;Ascenseur;Concierge;Chambre rangement;Entre-seul;Salon européen;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Four,https://www.mubawab.tn/fr/a/8089288/un-duplex-s3,1300000,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,True,False,False
Villa à vendre à Nabeul AFH1,5,4,Maison,250,260.0,Bon état,36.45056,10.73505,Nabeul,Nabeul,Terrasse;Garage;Entre-seul;Chauffage central;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8198168/villa-%C3%A0-vendre-%C3%A0-nabeul-afh1,650000,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False
Immeuble Alyce à Vendre à La Marsa,10,7,Maison,117,,Bon état,36.876389,10.325278,La Marsa,La Marsa,Terrasse;Garage;Cuisine équipée,https://www.mubawab.tn/fr/a/8033999/immeuble-alyce-%C3%A0-vendre-%C3%A0-la-marsa,500000,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Villa à vendre ou loyer,4,4,Villa,350,900.0,Bon état,34.421814379048016,8.792154622359371,Gafsa Sud,,Jardin;Terrasse;Garage;Entre-seul;Climatisation;Double vitrage;Cuisine équipée,https://www.mubawab.tn/fr/a/8197992/villa-%C3%A0-vendre-ou-loyer,600000,False,False,False,False,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False
"Villa inachevée de 200m², Raoued",3,3,Maison,200,,À rénover,36.954444,10.191389,Raoued,Raoued,,https://www.mubawab.tn/fr/a/7990254/villa-inachev%C3%A9e-de-200m%C2%B2-raoued,110000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Maison jumelée en vente,,,Villa,190,,,35.5044,11.0661,Mahdia Ville,,,https://www.mubawab.tn/fr/a/8198532/maison-jumel%C3%A9e-en-vente,550000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2 villas et un studio AFH JENDOUBA,3,4,Villa,500,426.0,Bon état,36.613659,8.7231929,Jendouba Ville,,Jardin;Terrasse;Garage,https://www.mubawab.tn/fr/a/8193297/2-villas-et-un-studio-afh-jendouba,680000,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
A VENDRE Une Magnifique Villa S3 à Midoun djerba,4,3,Villa,170,,Nouveau,33.809279129771525,10.99027796142578,Midoune,Midoun,Terrasse;Garage;Piscine,https://www.mubawab.tn/fr/a/8198689/a-vendre-une-magnifique-villa-s3-%C3%A0-midoun-djerba,680000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Maison à VENDRE à Hammamet,4,3,Maison,100,,Bon état,36.40108,10.61457,Hammamet,Hammamet,Terrasse;Piscine;Chauffage central;Sécurité;Cuisine équipée;Réfrigérateur;Four,https://www.mubawab.tn/fr/a/8198699/maison-%C3%A0-vendre-%C3%A0-hammamet,550000,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False
À vendre 2 villas en front de mer à Sousse,3,2,Villa,250,,Bon état,35.8273,10.6339,Sousse Ville,Sousse Ville,Jardin;Terrasse;Vue sur mer;Climatisation;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/8143704/%C3%A0-vendre-2-villas-en-front-de-mer-%C3%A0-sousse,576800,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
